county_geoid,total_rows,match_rows,tie_rows,resolved_rows,strict_match_rate_pct,tract_resolution_rate_pct,state_abbrev
48007,47,46,1,46,97.87,97.87,TX
48009,3,3,0,3,100.0,100.0,TX
48013,88,87,1,88,98.86,100.0,TX
48015,29,28,1,28,96.55,96.55,TX
48017,11,10,1,10,90.91,90.91,TX
48019,18,17,1,18,94.44,100.0,TX
48021,156,142,14,152,91.03,97.44,TX
48023,3,3,0,3,100.0,100.0,TX
48025,29,28,1,28,96.55,96.55,TX
48027,849,839,10,845,98.82,99.53,TX
48029,5365,5328,37,5342,99.31,99.57,TX
48031,20,20,0,20,100.0,100.0,TX
48035,3,3,0,3,100.0,100.0,TX
48037,179,177,2,177,98.88,98.88,TX
48039,665,649,16,659,97.59,99.1,TX
48041,527,527,0,527,100.0,100.0,TX
48043,10,10,0,10,100.0,100.0,TX
48045,2,2,0,2,100.0,100.0,TX
48049,32,32,0,32,100.0,100.0,TX
48051,9,9,0,9,100.0,100.0,TX
48053,109,98,11,109,89.91,100.0,TX
48055,62,61,1,61,98.39,98.39,TX
48057,9,9,0,9,100.0,100.0,TX
48059,8,8,0,8,100.0,100.0,TX
48061,413,408,5,412,98.79,99.76,TX
48063,6,6,0,6,100.0,100.0,TX
48065,4,4,0,4,100.0,100.0,TX
48067,10,10,0,10,100.0,100.0,TX
48069,5,5,0,5,100.0,100.0,TX
48071,51,51,0,51,100.0,100.0,TX
48073,38,36,2,37,94.74,97.37,TX
48075,5,5,0,5,100.0,100.0,TX
48077,5,5,0,5,100.0,100.0,TX
48079,2,2,0,2,100.0,100.0,TX
48081,1,1,0,1,100.0,100.0,TX
48083,6,6,0,6,100.0,100.0,TX
48085,2929,2913,16,2921,99.45,99.73,TX
48087,1,1,0,1,100.0,100.0,TX
48089,24,24,0,24,100.0,100.0,TX
48091,600,594,6,599,99.0,99.83,TX
48093,3,3,0,3,100.0,100.0,TX
48095,2,2,0,2,100.0,100.0,TX
48097,56,55,1,55,98.21,98.21,TX
48099,50,50,0,50,100.0,100.0,TX
48101,1,1,0,1,100.0,100.0,TX
48103,1,1,0,1,100.0,100.0,TX
48105,1,1,0,1,100.0,100.0,TX
48107,6,6,0,6,100.0,100.0,TX
48111,5,5,0,5,100.0,100.0,TX
48113,11432,11393,39,11411,99.66,99.82,TX
48115,7,7,0,7,100.0,100.0,TX
48117,15,14,1,14,93.33,93.33,TX
48119,2,2,0,2,100.0,100.0,TX
48121,2312,2296,16,2302,99.31,99.57,TX
48123,10,9,1,9,90.0,90.0,TX
48125,1,1,0,1,100.0,100.0,TX
48127,9,9,0,9,100.0,100.0,TX
48129,3,3,0,3,100.0,100.0,TX
48133,13,13,0,13,100.0,100.0,TX
48135,310,309,1,309,99.68,99.68,TX
48139,387,383,4,387,98.97,100.0,TX
48141,2453,2438,15,2443,99.39,99.59,TX
48143,41,41,0,41,100.0,100.0,TX
48145,2,2,0,2,100.0,100.0,TX
48147,20,20,0,20,100.0,100.0,TX
48149,19,17,2,18,89.47,94.74,TX
48151,2,2,0,2,100.0,100.0,TX
48153,1,1,0,1,100.0,100.0,TX
48157,1296,1290,6,1293,99.54,99.77,TX
48159,2,2,0,2,100.0,100.0,TX
48161,7,7,0,7,100.0,100.0,TX
48163,21,19,2,19,90.48,90.48,TX
48165,13,12,1,12,92.31,92.31,TX
48167,713,708,5,711,99.3,99.72,TX
48169,5,5,0,5,100.0,100.0,TX
48171,54,54,0,54,100.0,100.0,TX
48175,3,3,0,3,100.0,100.0,TX
48177,10,9,1,10,90.0,100.0,TX
48179,20,19,1,19,95.0,95.0,TX
48181,293,288,5,289,98.29,98.63,TX
48183,376,374,2,376,99.47,100.0,TX
48185,13,13,0,13,100.0,100.0,TX
48187,292,287,5,288,98.29,98.63,TX
48189,43,43,0,43,100.0,100.0,TX
48191,2,2,0,2,100.0,100.0,TX
48193,3,3,0,3,100.0,100.0,TX
48195,4,4,0,4,100.0,100.0,TX
48197,1,1,0,1,100.0,100.0,TX
48199,53,50,3,53,94.34,100.0,TX
48201,15915,15811,104,15850,99.35,99.59,TX
48203,74,74,0,74,100.0,100.0,TX
48207,6,6,0,6,100.0,100.0,TX
48209,726,710,16,715,97.8,98.48,TX
48211,1,1,0,1,100.0,100.0,TX
48213,130,130,0,130,100.0,100.0,TX
48215,1063,1056,7,1057,99.34,99.44,TX
48217,28,28,0,28,100.0,100.0,TX
48219,16,15,1,16,93.75,100.0,TX
48221,139,137,2,139,98.56,100.0,TX
48223,27,27,0,27,100.0,100.0,TX
48225,9,9,0,9,100.0,100.0,TX
48227,26,23,3,23,88.46,88.46,TX
48231,172,172,0,172,100.0,100.0,TX
48233,10,10,0,10,100.0,100.0,TX
48235,1,1,0,1,100.0,100.0,TX
48237,1,1,0,1,100.0,100.0,TX
48239,8,8,0,8,100.0,100.0,TX
48241,28,28,0,28,100.0,100.0,TX
48245,564,562,2,563,99.65,99.82,TX
48247,3,3,0,3,100.0,100.0,TX
48249,38,33,5,37,86.84,97.37,TX
48251,414,404,10,410,97.58,99.03,TX
48253,7,7,0,7,100.0,100.0,TX
48255,19,18,1,19,94.74,100.0,TX
48257,285,284,1,285,99.65,100.0,TX
48259,184,181,3,183,98.37,99.46,TX
48263,1,1,0,1,100.0,100.0,TX
48265,115,115,0,115,100.0,100.0,TX
48267,4,4,0,4,100.0,100.0,TX
48273,45,43,2,43,95.56,95.56,TX
48275,4,4,0,4,100.0,100.0,TX
48277,35,34,1,35,97.14,100.0,TX
48279,12,11,1,12,91.67,100.0,TX
48281,22,22,0,22,100.0,100.0,TX
48283,6,6,0,6,100.0,100.0,TX
48285,5,5,0,5,100.0,100.0,TX
48287,16,16,0,16,100.0,100.0,TX
48289,2,1,1,2,50.0,100.0,TX
48291,82,82,0,82,100.0,100.0,TX
48293,18,18,0,18,100.0,100.0,TX
48295,1,1,0,1,100.0,100.0,TX
48297,8,8,0,8,100.0,100.0,TX
48299,21,21,0,21,100.0,100.0,TX
48303,1093,1089,4,1092,99.63,99.91,TX
48305,3,3,0,3,100.0,100.0,TX
48307,7,7,0,7,100.0,100.0,TX
48309,612,611,1,611,99.84,99.84,TX
48311,1,1,0,1,100.0,100.0,TX
48313,8,8,0,8,100.0,100.0,TX
48315,2,2,0,2,100.0,100.0,TX
48317,3,3,0,3,100.0,100.0,TX
48319,2,2,0,2,100.0,100.0,TX
48321,32,32,0,32,100.0,100.0,TX
48323,33,33,0,33,100.0,100.0,TX
48325,25,25,0,25,100.0,100.0,TX
48329,554,542,12,551,97.83,99.46,TX
48331,20,20,0,20,100.0,100.0,TX
48333,4,4,0,4,100.0,100.0,TX
48335,3,3,0,3,100.0,100.0,TX
48337,14,14,0,14,100.0,100.0,TX
48339,1666,1658,8,1663,99.52,99.82,TX
48341,6,6,0,6,100.0,100.0,TX
48343,3,3,0,3,100.0,100.0,TX
48347,70,70,0,70,100.0,100.0,TX
48349,56,56,0,56,100.0,100.0,TX
48351,1,1,0,1,100.0,100.0,TX
48353,15,15,0,15,100.0,100.0,TX
48355,974,964,10,973,98.97,99.9,TX
48357,3,3,0,3,100.0,100.0,TX
48359,1,1,0,1,100.0,100.0,TX
48361,62,61,1,62,98.39,100.0,TX
48363,29,29,0,29,100.0,100.0,TX
48365,8,8,0,8,100.0,100.0,TX
48367,341,337,4,338,98.83,99.12,TX
48371,10,9,1,10,90.0,100.0,TX
48373,36,36,0,36,100.0,100.0,TX
48375,311,308,3,310,99.04,99.68,TX
48377,2,2,0,2,100.0,100.0,TX
48379,2,2,0,2,100.0,100.0,TX
48381,207,206,1,206,99.52,99.52,TX
48383,1,1,0,1,100.0,100.0,TX
48385,1,1,0,1,100.0,100.0,TX
48387,4,4,0,4,100.0,100.0,TX
48389,11,11,0,11,100.0,100.0,TX
48391,1,1,0,1,100.0,100.0,TX
48395,9,9,0,9,100.0,100.0,TX
48397,284,281,3,283,98.94,99.65,TX
48399,4,4,0,4,100.0,100.0,TX
48401,34,34,0,34,100.0,100.0,TX
48403,1,1,0,1,100.0,100.0,TX
48407,11,11,0,11,100.0,100.0,TX
48409,99,95,4,99,95.96,100.0,TX
48411,7,7,0,7,100.0,100.0,TX
48415,17,17,0,17,100.0,100.0,TX
48417,1,1,0,1,100.0,100.0,TX
48419,8,8,0,8,100.0,100.0,TX
48421,3,3,0,3,100.0,100.0,TX
48423,592,587,5,588,99.16,99.32,TX
48425,14,14,0,14,100.0,100.0,TX
48427,15,15,0,15,100.0,100.0,TX
48429,3,3,0,3,100.0,100.0,TX
48435,2,1,1,2,50.0,100.0,TX
48437,5,5,0,5,100.0,100.0,TX
48439,8020,7969,51,7999,99.36,99.74,TX
48441,337,337,0,337,100.0,100.0,TX
48445,7,7,0,7,100.0,100.0,TX
48447,2,2,0,2,100.0,100.0,TX
48449,27,27,0,27,100.0,100.0,TX
48451,187,187,0,187,100.0,100.0,TX
48453,5720,5697,23,5712,99.6,99.86,TX
48455,4,4,0,4,100.0,100.0,TX
48457,7,7,0,7,100.0,100.0,TX
48459,8,8,0,8,100.0,100.0,TX
48463,29,29,0,29,100.0,100.0,TX
48465,20,20,0,20,100.0,100.0,TX
48467,27,27,0,27,100.0,100.0,TX
48469,124,124,0,124,100.0,100.0,TX
48471,78,78,0,78,100.0,100.0,TX
48473,96,96,0,96,100.0,100.0,TX
48475,9,9,0,9,100.0,100.0,TX
48477,71,70,1,70,98.59,98.59,TX
48479,388,388,0,388,100.0,100.0,TX
48481,28,28,0,28,100.0,100.0,TX
48483,4,4,0,4,100.0,100.0,TX
48485,226,226,0,226,100.0,100.0,TX
48487,7,7,0,7,100.0,100.0,TX
48489,9,9,0,9,100.0,100.0,TX
48491,1849,1831,18,1842,99.03,99.62,TX
48493,37,37,0,37,100.0,100.0,TX
48495,1,0,1,1,0.0,100.0,TX
48497,79,75,4,79,94.94,100.0,TX
48499,20,20,0,20,100.0,100.0,TX
48501,3,3,0,3,100.0,100.0,TX
48503,25,25,0,25,100.0,100.0,TX
48505,4,3,1,4,75.0,100.0,TX
48507,1,1,0,1,100.0,100.0,TX
49001,1,1,0,1,100.0,100.0,UT
49003,45,45,0,45,100.0,100.0,UT
49005,252,249,3,249,98.81,98.81,UT
49007,14,14,0,14,100.0,100.0,UT
49009,1,1,0,1,100.0,100.0,UT
49011,882,882,0,882,100.0,100.0,UT
49013,6,6,0,6,100.0,100.0,UT
49015,4,4,0,4,100.0,100.0,UT
49017,2,2,0,2,100.0,100.0,UT
49019,10,10,0,10,100.0,100.0,UT
49021,98,98,0,98,100.0,100.0,UT
49023,5,5,0,5,100.0,100.0,UT
49025,5,5,0,5,100.0,100.0,UT
49027,3,3,0,3,100.0,100.0,UT
49029,12,12,0,12,100.0,100.0,UT
49035,4547,4534,13,4542,99.71,99.89,UT
49037,3,3,0,3,100.0,100.0,UT
49039,2,2,0,2,100.0,100.0,UT
49041,15,15,0,15,100.0,100.0,UT
49043,174,174,0,174,100.0,100.0,UT
49045,80,80,0,80,100.0,100.0,UT
49047,36,36,0,36,100.0,100.0,UT
49049,1679,1659,20,1667,98.81,99.29,UT
49051,80,79,1,79,98.75,98.75,UT
49053,492,477,15,491,96.95,99.8,UT
49055,1,1,0,1,100.0,100.0,UT
49057,863,859,4,863,99.54,100.0,UT
50001,26,26,0,26,100.0,100.0,VT
50003,65,65,0,65,100.0,100.0,VT
50005,25,25,0,25,100.0,100.0,VT
50007,632,628,4,628,99.37,99.37,VT
50009,1,1,0,1,100.0,100.0,VT
50011,26,26,0,26,100.0,100.0,VT
50013,1,1,0,1,100.0,100.0,VT
50015,25,25,0,25,100.0,100.0,VT
50017,13,13,0,13,100.0,100.0,VT
50019,14,14,0,14,100.0,100.0,VT
50021,79,78,1,78,98.73,98.73,VT
50023,93,93,0,93,100.0,100.0,VT
50025,48,48,0,48,100.0,100.0,VT
50027,53,53,0,53,100.0,100.0,VT
51001,21,21,0,21,100.0,100.0,VA
51003,243,242,1,243,99.59,100.0,VA
51005,8,8,0,8,100.0,100.0,VA
51007,19,19,0,19,100.0,100.0,VA
51009,29,29,0,29,100.0,100.0,VA
51011,4,4,0,4,100.0,100.0,VA
51013,533,528,5,533,99.06,100.0,VA
51015,65,64,1,65,98.46,100.0,VA
51017,1,1,0,1,100.0,100.0,VA
51019,114,114,0,114,100.0,100.0,VA
51021,4,4,0,4,100.0,100.0,VA
51023,59,59,0,59,100.0,100.0,VA
51025,11,11,0,11,100.0,100.0,VA
51027,9,9,0,9,100.0,100.0,VA
51029,2,1,1,1,50.0,50.0,VA
51031,91,91,0,91,100.0,100.0,VA
51033,31,31,0,31,100.0,100.0,VA
51035,12,12,0,12,100.0,100.0,VA
51036,13,13,0,13,100.0,100.0,VA
51037,9,9,0,9,100.0,100.0,VA
51041,1012,1011,1,1012,99.9,100.0,VA
51043,41,41,0,41,100.0,100.0,VA
51045,2,2,0,2,100.0,100.0,VA
51047,120,120,0,120,100.0,100.0,VA
51049,6,6,0,6,100.0,100.0,VA
51051,1,1,0,1,100.0,100.0,VA
51053,26,26,0,26,100.0,100.0,VA
51057,21,21,0,21,100.0,100.0,VA
51059,2700,2692,8,2695,99.7,99.81,VA
51061,250,249,1,250,99.6,100.0,VA
51063,6,6,0,6,100.0,100.0,VA
51065,12,12,0,12,100.0,100.0,VA
51067,63,63,0,63,100.0,100.0,VA
51069,210,209,1,209,99.52,99.52,VA
51071,4,4,0,4,100.0,100.0,VA
51073,70,70,0,70,100.0,100.0,VA
51075,81,81,0,81,100.0,100.0,VA
51077,3,3,0,3,100.0,100.0,VA
51079,31,31,0,31,100.0,100.0,VA
51081,1,1,0,1,100.0,100.0,VA
51083,24,23,1,23,95.83,95.83,VA
51085,470,470,0,470,100.0,100.0,VA
51087,1476,1473,3,1475,99.8,99.93,VA
51089,53,53,0,53,100.0,100.0,VA
51091,1,1,0,1,100.0,100.0,VA
51093,55,54,1,55,98.18,100.0,VA
51095,251,251,0,251,100.0,100.0,VA
51097,6,6,0,6,100.0,100.0,VA
51099,66,66,0,66,100.0,100.0,VA
51101,21,21,0,21,100.0,100.0,VA
51103,15,15,0,15,100.0,100.0,VA
51105,5,5,0,5,100.0,100.0,VA
51107,1140,1136,4,1137,99.65,99.74,VA
51109,28,26,2,28,92.86,100.0,VA
51111,10,10,0,10,100.0,100.0,VA
51113,16,16,0,16,100.0,100.0,VA
51115,8,8,0,8,100.0,100.0,VA
51117,38,38,0,38,100.0,100.0,VA
51119,24,24,0,24,100.0,100.0,VA
51121,208,206,2,206,99.04,99.04,VA
51125,9,9,0,9,100.0,100.0,VA
51127,27,27,0,27,100.0,100.0,VA
51131,22,22,0,22,100.0,100.0,VA
51133,8,8,0,8,100.0,100.0,VA
51135,16,16,0,16,100.0,100.0,VA
51137,51,50,1,51,98.04,100.0,VA
51139,7,7,0,7,100.0,100.0,VA
51141,2,2,0,2,100.0,100.0,VA
51143,13,13,0,13,100.0,100.0,VA
51145,40,40,0,40,100.0,100.0,VA
51147,26,26,0,26,100.0,100.0,VA
51149,57,57,0,57,100.0,100.0,VA
51153,904,904,0,904,100.0,100.0,VA
51155,36,36,0,36,100.0,100.0,VA
51157,4,4,0,4,100.0,100.0,VA
51159,15,15,0,15,100.0,100.0,VA
51161,273,271,2,273,99.27,100.0,VA
51163,14,14,0,14,100.0,100.0,VA
51165,87,87,0,87,100.0,100.0,VA
51167,16,16,0,16,100.0,100.0,VA
51169,4,4,0,4,100.0,100.0,VA
51171,80,79,1,79,98.75,98.75,VA
51173,17,17,0,17,100.0,100.0,VA
51175,18,18,0,18,100.0,100.0,VA
51177,375,375,0,375,100.0,100.0,VA
51179,365,364,1,365,99.73,100.0,VA
51181,2,2,0,2,100.0,100.0,VA
51183,9,9,0,9,100.0,100.0,VA
51185,31,31,0,31,100.0,100.0,VA
51187,111,111,0,111,100.0,100.0,VA
51191,88,84,4,86,95.45,97.73,VA
51193,13,13,0,13,100.0,100.0,VA
51195,13,13,0,13,100.0,100.0,VA
51197,49,46,3,49,93.88,100.0,VA
51199,204,204,0,204,100.0,100.0,VA
51510,797,797,0,797,100.0,100.0,VA
51520,64,64,0,64,100.0,100.0,VA
51530,10,10,0,10,100.0,100.0,VA
51540,264,260,4,263,98.48,99.62,VA
51550,802,799,3,799,99.63,99.63,VA
51570,108,106,2,107,98.15,99.07,VA
51580,11,11,0,11,100.0,100.0,VA
51590,125,124,1,124,99.2,99.2,VA
51595,20,20,0,20,100.0,100.0,VA
51600,235,235,0,235,100.0,100.0,VA
51610,123,123,0,123,100.0,100.0,VA
51620,28,28,0,28,100.0,100.0,VA
51630,325,325,0,325,100.0,100.0,VA
51640,12,12,0,12,100.0,100.0,VA
51650,423,421,2,423,99.53,100.0,VA
51660,239,239,0,239,100.0,100.0,VA
51670,57,57,0,57,100.0,100.0,VA
51678,6,6,0,6,100.0,100.0,VA
51680,294,294,0,294,100.0,100.0,VA
51683,259,259,0,259,100.0,100.0,VA
51685,44,44,0,44,100.0,100.0,VA
51690,67,65,2,67,97.01,100.0,VA
51700,660,660,0,660,100.0,100.0,VA
51710,929,928,1,929,99.89,100.0,VA
51720,10,10,0,10,100.0,100.0,VA
51730,197,197,0,197,100.0,100.0,VA
51735,17,17,0,17,100.0,100.0,VA
51740,292,292,0,292,100.0,100.0,VA
51750,32,32,0,32,100.0,100.0,VA
51760,1611,1611,0,1611,100.0,100.0,VA
51770,530,519,11,525,97.92,99.06,VA
51775,186,183,3,185,98.39,99.46,VA
51790,70,70,0,70,100.0,100.0,VA
51800,257,257,0,257,100.0,100.0,VA
51810,1429,1426,3,1428,99.79,99.93,VA
51820,50,50,0,50,100.0,100.0,VA
51830,105,104,1,105,99.05,100.0,VA
51840,255,253,2,254,99.22,99.61,VA
53001,12,11,1,12,91.67,100.0,WA
53003,17,17,0,17,100.0,100.0,WA
53005,535,534,1,535,99.81,100.0,WA
53007,134,134,0,134,100.0,100.0,WA
53009,58,57,1,58,98.28,100.0,WA
53011,1510,1508,2,1509,99.87,99.93,WA
53013,1,1,0,1,100.0,100.0,WA
53015,316,315,1,315,99.68,99.68,WA
53017,41,41,0,41,100.0,100.0,WA
53019,3,3,0,3,100.0,100.0,WA
53021,143,139,4,143,97.2,100.0,WA
53023,1,1,0,1,100.0,100.0,WA
53025,88,87,1,88,98.86,100.0,WA
53027,56,53,3,56,94.64,100.0,WA
53029,69,65,4,68,94.2,98.55,WA
53031,16,16,0,16,100.0,100.0,WA
53033,9210,9156,54,9175,99.41,99.62,WA
53035,579,561,18,577,96.89,99.65,WA
53037,48,46,2,48,95.83,100.0,WA
53039,13,12,1,13,92.31,100.0,WA
53041,134,133,1,134,99.25,100.0,WA
53043,3,3,0,3,100.0,100.0,WA
53045,45,45,0,45,100.0,100.0,WA
53047,17,17,0,17,100.0,100.0,WA
53049,11,11,0,11,100.0,100.0,WA
53051,8,8,0,8,100.0,100.0,WA
53053,2946,2941,5,2943,99.83,99.9,WA
53055,7,7,0,7,100.0,100.0,WA
53057,240,234,6,240,97.5,100.0,WA
53059,5,5,0,5,100.0,100.0,WA
53061,2287,2283,4,2285,99.83,99.91,WA
53063,2183,2179,4,2182,99.82,99.95,WA
53065,29,29,0,29,100.0,100.0,WA
53067,882,872,10,880,98.87,99.77,WA
53069,2,2,0,2,100.0,100.0,WA
53071,104,102,2,102,98.08,98.08,WA
53073,588,582,6,586,98.98,99.66,WA
53075,47,46,1,47,97.87,100.0,WA
53077,490,490,0,490,100.0,100.0,WA
54003,170,170,0,170,100.0,100.0,WV
54005,4,4,0,4,100.0,100.0,WV
54007,4,4,0,4,100.0,100.0,WV
54009,16,16,0,16,100.0,100.0,WV
54011,190,190,0,190,100.0,100.0,WV
54013,1,1,0,1,100.0,100.0,WV
54015,2,2,0,2,100.0,100.0,WV
54019,24,23,1,23,95.83,95.83,WV
54021,1,1,0,1,100.0,100.0,WV
54025,30,30,0,30,100.0,100.0,WV
54027,4,4,0,4,100.0,100.0,WV
54029,37,37,0,37,100.0,100.0,WV
54031,1,1,0,1,100.0,100.0,WV
54033,113,111,2,111,98.23,98.23,WV
54035,22,19,3,22,86.36,100.0,WV
54037,69,69,0,69,100.0,100.0,WV
54039,483,480,3,482,99.38,99.79,WV
54041,10,10,0,10,100.0,100.0,WV
54043,5,5,0,5,100.0,100.0,WV
54045,14,14,0,14,100.0,100.0,WV
54047,3,3,0,3,100.0,100.0,WV
54049,60,60,0,60,100.0,100.0,WV
54051,11,11,0,11,100.0,100.0,WV
54053,8,8,0,8,100.0,100.0,WV
54055,57,57,0,57,100.0,100.0,WV
54057,3,3,0,3,100.0,100.0,WV
54059,3,3,0,3,100.0,100.0,WV
54061,216,215,1,216,99.54,100.0,WV
54063,4,4,0,4,100.0,100.0,WV
54065,17,16,1,17,94.12,100.0,WV
54067,15,15,0,15,100.0,100.0,WV
54069,108,108,0,108,100.0,100.0,WV
54073,1,1,0,1,100.0,100.0,WV
54077,3,3,0,3,100.0,100.0,WV
54079,93,92,1,93,98.92,100.0,WV
54081,115,113,2,114,98.26,99.13,WV
54083,8,8,0,8,100.0,100.0,WV
54085,2,2,0,2,100.0,100.0,WV
54087,3,3,0,3,100.0,100.0,WV
54091,8,8,0,8,100.0,100.0,WV
54095,1,1,0,1,100.0,100.0,WV
54097,10,10,0,10,100.0,100.0,WV
54099,14,12,2,14,85.71,100.0,WV
54101,3,3,0,3,100.0,100.0,WV
54103,7,7,0,7,100.0,100.0,WV
54105,2,2,0,2,100.0,100.0,WV
54107,154,153,1,153,99.35,99.35,WV
54109,2,2,0,2,100.0,100.0,WV
55001,7,6,1,6,85.71,85.71,WI
55003,18,18,0,18,100.0,100.0,WI
55005,44,42,2,44,95.45,100.0,WI
55007,5,5,0,5,100.0,100.0,WI
55009,754,751,3,753,99.6,99.87,WI
55011,7,7,0,7,100.0,100.0,WI
55013,6,6,0,6,100.0,100.0,WI
55015,41,41,0,41,100.0,100.0,WI
55017,96,95,1,95,98.96,98.96,WI
55019,12,12,0,12,100.0,100.0,WI
55021,60,59,1,60,98.33,100.0,WI
55023,9,9,0,9,100.0,100.0,WI
55025,1778,1774,4,1778,99.78,100.0,WI
55027,102,101,1,102,99.02,100.0,WI
55029,26,26,0,26,100.0,100.0,WI
55031,66,66,0,66,100.0,100.0,WI
55033,68,68,0,68,100.0,100.0,WI
55035,277,277,0,277,100.0,100.0,WI
55039,151,150,1,151,99.34,100.0,WI
55041,3,3,0,3,100.0,100.0,WI
55043,31,31,0,31,100.0,100.0,WI
55045,28,27,1,28,96.43,100.0,WI
55047,13,13,0,13,100.0,100.0,WI
55049,13,12,1,13,92.31,100.0,WI
55051,2,2,0,2,100.0,100.0,WI
55053,5,5,0,5,100.0,100.0,WI
55055,155,152,3,155,98.06,100.0,WI
55057,15,15,0,15,100.0,100.0,WI
55059,395,394,1,394,99.75,99.75,WI
55061,6,6,0,6,100.0,100.0,WI
55063,199,193,6,197,96.98,98.99,WI
55065,3,3,0,3,100.0,100.0,WI
55067,7,7,0,7,100.0,100.0,WI
55069,14,14,0,14,100.0,100.0,WI
55071,86,85,1,85,98.84,98.84,WI
55073,227,223,4,226,98.24,99.56,WI
55075,24,24,0,24,100.0,100.0,WI
55077,5,5,0,5,100.0,100.0,WI
55079,2584,2583,1,2583,99.96,99.96,WI
55081,26,26,0,26,100.0,100.0,WI
55083,24,24,0,24,100.0,100.0,WI
55085,50,50,0,50,100.0,100.0,WI
55087,682,679,3,681,99.56,99.85,WI
55089,294,293,1,293,99.66,99.66,WI
55091,2,2,0,2,100.0,100.0,WI
55093,39,39,0,39,100.0,100.0,WI
55095,43,41,2,43,95.35,100.0,WI
55097,116,116,0,116,100.0,100.0,WI
55099,5,5,0,5,100.0,100.0,WI
55101,517,508,9,513,98.26,99.23,WI
55103,7,6,1,7,85.71,100.0,WI
55105,347,347,0,347,100.0,100.0,WI
55107,9,9,0,9,100.0,100.0,WI
55109,224,224,0,224,100.0,100.0,WI
55111,67,65,2,66,97.01,98.51,WI
55113,9,9,0,9,100.0,100.0,WI
55115,35,35,0,35,100.0,100.0,WI
55117,173,172,1,173,99.42,100.0,WI
55119,7,7,0,7,100.0,100.0,WI
55121,9,9,0,9,100.0,100.0,WI
55123,6,6,0,6,100.0,100.0,WI
55125,14,14,0,14,100.0,100.0,WI
55127,234,227,7,233,97.01,99.57,WI
55129,7,7,0,7,100.0,100.0,WI
55131,287,287,0,287,100.0,100.0,WI
55133,1510,1505,5,1508,99.67,99.87,WI
55135,38,37,1,38,97.37,100.0,WI
55137,12,11,1,12,91.67,100.0,WI
55139,445,440,5,444,98.88,99.78,WI
55141,88,88,0,88,100.0,100.0,WI
56001,27,27,0,27,100.0,100.0,WY
56003,2,2,0,2,100.0,100.0,WY
56005,43,43,0,43,100.0,100.0,WY
56007,7,7,0,7,100.0,100.0,WY
56009,2,2,0,2,100.0,100.0,WY
56013,21,21,0,21,100.0,100.0,WY
56015,3,3,0,3,100.0,100.0,WY
56017,1,1,0,1,100.0,100.0,WY
56019,4,4,0,4,100.0,100.0,WY
56021,228,226,2,227,99.12,99.56,WY
56023,3,3,0,3,100.0,100.0,WY
56025,160,159,1,160,99.38,100.0,WY
56029,22,22,0,22,100.0,100.0,WY
56031,1,1,0,1,100.0,100.0,WY
56033,12,12,0,12,100.0,100.0,WY
56035,1,1,0,1,100.0,100.0,WY
56037,65,65,0,65,100.0,100.0,WY
56039,34,34,0,34,100.0,100.0,WY
56041,16,16,0,16,100.0,100.0,WY
56043,5,5,0,5,100.0,100.0,WY
56045,2,2,0,2,100.0,100.0,WY
